Name,Organization,Status
John P. VanNess,Columbian Institute for the Promotion of Arts and Sciences,Member
William A. Bradley,Columbian Institute for the Promotion of Arts and Sciences,Member
Peter Force,Columbian Institute for the Promotion of Arts and Sciences,Member
William W. Seaton,Columbian Institute for the Promotion of Arts and Sciences,Member
Richard Wallach,Columbian Institute for the Promotion of Arts and Sciences,Member
B. S. Bohrer,Columbian Institute for the Promotion of Arts and Sciences,Member
James S. Gunnell,Columbian Institute for the Promotion of Arts and Sciences,Member
Thomas Henderson,Columbian Institute for the Promotion of Arts and Sciences,Member
Henry Huntt,Columbian Institute for the Promotion of Arts and Sciences,Member
Alexander McWilliams,Columbian Institute for the Promotion of Arts and Sciences,Member
George May,Columbian Institute for the Promotion of Arts and Sciences,Member
Frederick May,Columbian Institute for the Promotion of Arts and Sciences,Member
Richard Randall,Columbian Institute for the Promotion of Arts and Sciences,Member
Thomas Sewall,Columbian Institute for the Promotion of Arts and Sciences,Member
John T. Shaaf,Columbian Institute for the Promotion of Arts and Sciences,Member
Thomas Sims,Columbian Institute for the Promotion of Arts and Sciences,Member
JohnM. Thomas,Columbian Institute for the Promotion of Arts and Sciences,Member
Tobias Watkins,Columbian Institute for the Promotion of Arts and Sciences,Member
Nicholas Worthington,Columbian Institute for the Promotion of Arts and Sciences,Member
Andrew Bigelow,Columbian Institute for the Promotion of Arts and Sciences,Member
Obadiah B. Brown,Columbian Institute for the Promotion of Arts and Sciences,Member
John N. Campbell,Columbian Institute for the Promotion of Arts and Sciences,Member
Ira Chase,Columbian Institute for the Promotion of Arts and Sciences,Member
R. R. Gurley,Columbian Institute for the Promotion of Arts and Sciences,Member
Andrew Hunter,Columbian Institute for the Promotion of Arts and Sciences,Member
James Laurie,Columbian Institute for the Promotion of Arts and Sciences,Member
Robert Little,Columbian Institute for the Promotion of Arts and Sciences,Member
William Matthews,Columbian Institute for the Promotion of Arts and Sciences,Member
Isaac Orr,Columbian Institute for the Promotion of Arts and Sciences,Member
William Staughton,Columbian Institute for the Promotion of Arts and Sciences,Member
Archibald Henderson,Columbian Institute for the Promotion of Arts and Sciences,Member
John McClelland,Columbian Institute for the Promotion of Arts and Sciences,Member
William Tatham,Columbian Institute for the Promotion of Arts and Sciences,Member
John Coyle jr,Columbian Institute for the Promotion of Arts and Sciences,Member
"Samuel Eliot, jr",Columbian Institute for the Promotion of Arts and Sciences,Member
Tobias Lear,Columbian Institute for the Promotion of Arts and Sciences,Member
John Stretch,Columbian Institute for the Promotion of Arts and Sciences,Member
Timothy Winn,Columbian Institute for the Promotion of Arts and Sciences,Member
Joseph Mechlin,Columbian Institute for the Promotion of Arts and Sciences,Member
Thomas P. Jones,Columbian Institute for the Promotion of Arts and Sciences,Member
Edmund Law,Columbian Institute for the Promotion of Arts and Sciences,Member
Benjamin L. Lear,Columbian Institute for the Promotion of Arts and Sciences,Member
Nathaniel Bowditch,Columbian Institute for the Promotion of Arts and Sciences,Member
William Darlington,Columbian Institute for the Promotion of Arts and Sciences,Member
Jared Sparks,Columbian Institute for the Promotion of Arts and Sciences,Member
John Trumbull,Columbian Institute for the Promotion of Arts and Sciences,Member
Parker Cleaveland,Columbian Institute for the Promotion of Arts and Sciences,Member
Ferdinand R. Hassler,Columbian Institute for the Promotion of Arts and Sciences,Member
Peter S. Du Ponceau,Columbian Institute for the Promotion of Arts and Sciences,Member
Benjamin Silliman,Columbian Institute for the Promotion of Arts and Sciences,Member
Noah Webster,Columbian Institute for the Promotion of Arts and Sciences,Member
John J. Abert,Columbian Institute for the Promotion of Arts and Sciences,Member
Osborne Sprigg,Columbian Agricultural Society,Member
Thompson Mason,Columbian Agricultural Society,Member
David Wiley,Columbian Agricultural Society,Member
John Mason,Columbian Agricultural Society,Member
Charles Carroll,Columbian Agricultural Society,Member
Joseph Kent,Columbian Agricultural Society,Member
George Washington Parke Custis,Columbian Agricultural Society,Member
David Wiley,Columbian Agricultural Society,Member
John Teackle,Columbian Agricultural Society,Member
Nathan Lufborough,Columbian Agricultural Society,Member
Henry Maynadier,Columbian Agricultural Society,Member
Edward Lloyd,Columbian Agricultural Society,Member
Upton Scott,Columbian Agricultural Society,Member
John Shaafe,Columbian Agricultural Society,Member
Arthur Shaafe,Columbian Agricultural Society,Member
John F. Mercer,Columbian Agricultural Society,Member
Tench Ringgold,Columbian Agricultural Society,Member
William Crawford,Columbian Agricultural Society,Member
William Mason,Columbian Agricultural Society,Member
Nicholas Snowden,Columbian Agricultural Society,Member
John M. Gantt,Columbian Agricultural Society,Member
Joseph Cross,Columbian Agricultural Society,Member
Charles Ridgely,Columbian Agricultural Society,Member
H. Leven Powell,Columbian Agricultural Society,Member
Isaac Duckett,Columbian Agricultural Society,Member
Henry Gaither,Columbian Agricultural Society,Member
Charles C. Jones,Columbian Agricultural Society,Member
Thomas McKenney,Columbian Agricultural Society,Member
Charles Worthington,Columbian Agricultural Society,Member
Joel Barlow,Columbian Agricultural Society,Member
Robert Graham,Columbian Agricultural Society,Member
Alexander Henderson,Columbian Agricultural Society,Member
John Williams,Columbian Agricultural Society,Member
George Graham,Columbian Agricultural Society,Member
George Mason,Columbian Agricultural Society,Member
Henry Foxall,Columbian Agricultural Society,Member
John Threlkeld,Columbian Agricultural Society,Member
William Marbury,Columbian Agricultural Society,Member
John Cox,Columbian Agricultural Society,Member
Washington Bowie,Columbian Agricultural Society,Member
Thomas Corcoran,Columbian Agricultural Society,Member
William Whann,Columbian Agricultural Society,Member
Thomas Peter,Columbian Agricultural Society,Member
Marsham Waring,Columbian Agricultural Society,Member
James Dunlap,Columbian Agricultural Society,Member
Walter Smith,Columbian Agricultural Society,Member
William Lee,Columbian Agricultural Society,Member
A.L. Joncherez,Columbian Agricultural Society,Member
John W. Bronaugh,Columbian Agricultural Society,Member
Thomas Davis,Columbian Agricultural Society,Member
John C. Thomas,Columbian Agricultural Society,Member
Richard Snowden,Columbian Agricultural Society,Member
Thomas Snowden,Columbian Agricultural Society,Member
Joseph Nourse,Columbian Agricultural Society,Member
George Calvert,Columbian Agricultural Society,Member
John Cook,Columbian Agricultural Society,Member
Daniel C. Brent,Columbian Agricultural Society,Member
Isaac Briggs,Columbian Agricultural Society,Member
Bernard Gilpin,Columbian Agricultural Society,Member
Roger Brooke,Columbian Agricultural Society,Member
Charles Worthington,Medical Society of the District of Columbia,Member
James H. Blake,Medical Society of the District of Columbia,Member
John T. Shaff,Medical Society of the District of Columbia,Member
Thomas B. Sim,Medical Society of the District of Columbia,Member
Frederick May,Medical Society of the District of Columbia,Member
Joel T. Gustine,Medical Society of the District of Columbia,Member
Elisha Harrison,Medical Society of the District of Columbia,Member
Peregrine Warfield,Medical Society of the District of Columbia,Member
Alexander McWilliams,Medical Society of the District of Columbia,Member
George Clark,Medical Society of the District of Columbia,Member
Henry Huntt,Medical Society of the District of Columbia,Member
Thomas Henderson,Medical Society of the District of Columbia,Member
John Harrison,Medical Society of the District of Columbia,Member
Benjamin S. Bohrer,Medical Society of the District of Columbia,Member
Samuel Horsley,Medical Society of the District of Columbia,Member
Nicholas W. Worthington,Medical Society of the District of Columbia,Member
William Jones,Medical Society of the District of Columbia,Member
James T. Johnson,Medical Society of the District of Columbia,Member
Richard Weightman,Medical Society of the District of Columbia,Member
George W. May,Medical Society of the District of Columbia,Member
Robert French,Medical Society of the District of Columbia,Member
Samuel L. Mitchill,Medical Society of the District of Columbia,Member
John Spence,Medical Society of the District of Columbia,Member
William Beans,Medical Society of the District of Columbia,Member
Joseph Parrish,Medical Society of the District of Columbia,Member
James Mann,Medical Society of the District of Columbia,Member
John H. Chausepie,Medical Society of the District of Columbia,Member
John McClellan,Medical Society of the District of Columbia,Member
Nathaniel Chapman,Medical Society of the District of Columbia,Member
Joshua Fisher,Medical Society of the District of Columbia,Member
William M. Mercer,Medical Society of the District of Columbia,Member
Nathaniel Potter,Medical Society of the District of Columbia,Member
John C. Warren,Medical Society of the District of Columbia,Member
Phillip S. Physick,Medical Society of the District of Columbia,Member
Thomas T. Hewson,Medical Society of the District of Columbia,Member
James Jackson,Medical Society of the District of Columbia,Member
Daniel Coney,Medical Society of the District of Columbia,Member
Benjamin Waterhouse,Medical Society of the District of Columbia,Member
George Abbott,National Institute for the Promotion of Science,Member
J.J. Abert,National Institute for the Promotion of Science,Member
James Adams,National Institute for the Promotion of Science,Member
John Quincy Adams,National Institute for the Promotion of Science,Member
John Agg,National Institute for the Promotion of Science,Member
Thomas Allen,National Institute for the Promotion of Science,Member
R.P. Anderson,National Institute for the Promotion of Science,Member
T.P. Andrews,National Institute for the Promotion of Science,Member
Arnold,National Institute for the Promotion of Science,Member
George M. Bache,National Institute for the Promotion of Science,Member
James D. Barclay,National Institute for the Promotion of Science,Member
John D. Barclay,National Institute for the Promotion of Science,Member
J.N. Barker,National Institute for the Promotion of Science,Member
Robert Barnard,National Institute for the Promotion of Science,Member
Garrett R. Barry,National Institute for the Promotion of Science,Member
G. Bender,National Institute for the Promotion of Science,Member
Jacob A. Bender,National Institute for the Promotion of Science,Member
Francis Benne,National Institute for the Promotion of Science,Member
M. Birchard,National Institute for the Promotion of Science,Member
Francis Preston Blair,National Institute for the Promotion of Science,Member
Benjamin S. Bohrer,National Institute for the Promotion of Science,Member
J. Borrows,National Institute for the Promotion of Science,Member
William Brackenridge,National Institute for the Promotion of Science,Member
William Bradley Dunlop,National Institute for the Promotion of Science,Member
John Carroll Brent,National Institute for the Promotion of Science,Member
Thomas W. Brent,National Institute for the Promotion of Science,Member
Francis Brinley,National Institute for the Promotion of Science,Member
John M.Broadhoad,National Institute for the Promotion of Science,Member
J.W. Brown,National Institute for the Promotion of Science,Member
Obidiah B Brown,National Institute for the Promotion of Science,Member
J.G. Bruff,National Institute for the Promotion of Science,Member
John A Bryan,National Institute for the Promotion of Science,Member
Marcus C. Buck,National Institute for the Promotion of Science,Member
Caleb Buckingham,National Institute for the Promotion of Science,Member
S.G. Bulfinch,National Institute for the Promotion of Science,Member
James Callaghan,National Institute for the Promotion of Science,Member
John F. Callan,National Institute for the Promotion of Science,Member
William T. Carroll,National Institute for the Promotion of Science,Member
J. Carter,National Institute for the Promotion of Science,Member
N.P. Causin,National Institute for the Promotion of Science,Member
James H. Causten,National Institute for the Promotion of Science,Member
James H. Causten Jr.,National Institute for the Promotion of Science,Member
Samuel Charles,National Institute for the Promotion of Science,Member
J.S. Chauncey,National Institute for the Promotion of Science,Member
B.H. Cheever,National Institute for the Promotion of Science,Member
R.S. Chew,National Institute for the Promotion of Science,Member
James D. Dana,National Institute for the Promotion of Science,Member
Francis H. Davidge,National Institute for the Promotion of Science,Member
Alexander Davis,National Institute for the Promotion of Science,Member
Aaron Dayton,National Institute for the Promotion of Science,Member
H.H. Dent,National Institute for the Promotion of Science,Member
Josiah Dent,National Institute for the Promotion of Science,Member
A.H. Derrick,National Institute for the Promotion of Science,Member
W.S. Derrick,National Institute for the Promotion of Science,Member
Alexander Dimitry,National Institute for the Promotion of Science,Member
Thomas W. Donovan,National Institute for the Promotion of Science,Member
J. Drayton,National Institute for the Promotion of Science,Member
James Dunlop,National Institute for the Promotion of Science,Member
William Easby,National Institute for the Promotion of Science,Member
James L. Edwards,National Institute for the Promotion of Science,Member
J. Elliot,National Institute for the Promotion of Science,Member
William P. Elliot,National Institute for the Promotion of Science,Member
Henry L. Ellsworth,National Institute for the Promotion of Science,Member
Maskell C. Ewing,National Institute for the Promotion of Science,Member
Robert Farnham,National Institute for the Promotion of Science,Member
Thomas Feinour,National Institute for the Promotion of Science,Member
C.B. Fiske,National Institute for the Promotion of Science,Member
N.P.W. Fitzgerald,National Institute for the Promotion of Science,Member
Charles L. Fleishmann,National Institute for the Promotion of Science,Member
Peter Force,National Institute for the Promotion of Science,Member
William Force,National Institute for the Promotion of Science,Member
French Forrest,National Institute for the Promotion of Science,Member
S.P. Franklin,National Institute for the Promotion of Science,Member
John C. Fremont,National Institute for the Promotion of Science,Member
B.B. French,National Institute for the Promotion of Science,Member
Nathaniel Frye,National Institute for the Promotion of Science,Member
T. Frye,National Institute for the Promotion of Science,Member
John Gadsby,National Institute for the Promotion of Science,Member
Joseph Galos,National Institute for the Promotion of Science,Member
George Gibson,National Institute for the Promotion of Science,Member
J. Gideon Jr.,National Institute for the Promotion of Science,Member
J. Melville Gilliss,National Institute for the Promotion of Science,Member
Ephraim Gilman,National Institute for the Promotion of Science,Member
Henry D. Gilpin,National Institute for the Promotion of Science,Member
A.n. Girault,National Institute for the Promotion of Science,Member
J.D. Graham,National Institute for the Promotion of Science,Member
S.D. Langtree,National Institute for the Promotion of Science,Member
Robert Greenhow,National Institute for the Promotion of Science,Member
James J. Greenough,National Institute for the Promotion of Science,Member
Jonathan Guest,National Institute for the Promotion of Science,Member
W.B. Guion,National Institute for the Promotion of Science,Member
W.H. Gunnell,National Institute for the Promotion of Science,Member
William Gunton,National Institute for the Promotion of Science,Member
R.R. Gurley,National Institute for the Promotion of Science,Member
Peter Hagner,National Institute for the Promotion of Science,Member
Horatio Hale,National Institute for the Promotion of Science,Member
Frederick Hall,National Institute for the Promotion of Science,Member
James Hall,National Institute for the Promotion of Science,Member
H. Wagner Halleck,National Institute for the Promotion of Science,Member
Benjamin Hallowell,National Institute for the Promotion of Science,Member
John C. Harkness,National Institute for the Promotion of Science,Member
Thomas Harris,National Institute for the Promotion of Science,Member
James E. Harvey,National Institute for the Promotion of Science,Member
Frederick Rudolph Hassler,National Institute for the Promotion of Science,Member
Henry Haw,National Institute for the Promotion of Science,Member
P.O. Hebert,National Institute for the Promotion of Science,Member
A.R. Hetzel,National Institute for the Promotion of Science,Member
Charles Hill,National Institute for the Promotion of Science,Member
Silas H. Hill,National Institute for the Promotion of Science,Member
S.R. Hobbie,National Institute for the Promotion of Science,Member
William B. Hodgson,National Institute for the Promotion of Science,Member
Bernard Hooe,National Institute for the Promotion of Science,Member
J.H. Hook,National Institute for the Promotion of Science,Member
F. Howard,National Institute for the Promotion of Science,Member
Joseph S. Hubbard,National Institute for the Promotion of Science,Member
George W. Hughes,National Institute for the Promotion of Science,Member
M. Hulsemann,National Institute for the Promotion of Science,Member
A.A. Humphreys,National Institute for the Promotion of Science,Member
Samuel Humphreys,National Institute for the Promotion of Science,Member
Alexander Hunter,National Institute for the Promotion of Science,Member
E.M. Huntington,National Institute for the Promotion of Science,Member
Sanders Irving,National Institute for the Promotion of Science,Member
Charles H. James,National Institute for the Promotion of Science,Member
Thomas S. Jesup,National Institute for the Promotion of Science,Member
Joseph E. Johnson,National Institute for the Promotion of Science,Member
Walter R. Johnson,National Institute for the Promotion of Science,Member
William P. Johnston,National Institute for the Promotion of Science,Member
Roger Jones,National Institute for the Promotion of Science,Member
Thomas P. Jones,National Institute for the Promotion of Science,Member
Walter Jones,National Institute for the Promotion of Science,Member
James Kearney,National Institute for the Promotion of Science,Member
Philip Kearny,National Institute for the Promotion of Science,Member
Chalres Keller,National Institute for the Promotion of Science,Member
Francis Scott Key,National Institute for the Promotion of Science,Member
Robert Keyworth,National Institute for the Promotion of Science,Member
B. King,National Institute for the Promotion of Science,Member
Charles B. King,National Institute for the Promotion of Science,Member
Henry King,National Institute for the Promotion of Science,Member
Samuel D. King,National Institute for the Promotion of Science,Member
E. Kingman,National Institute for the Promotion of Science,Member
B.H. L. Klimkiewiez,National Institute for the Promotion of Science,Member
Henry Krebs,National Institute for the Promotion of Science,Member
Walter Lenox,National Institute for the Promotion of Science,Member
Thouquin Velasquez de Leon,National Institute for the Promotion of Science,Member
Harvey Lindaly,National Institute for the Promotion of Science,Member
John B. Luce,National Institute for the Promotion of Science,Member
Vinal Luce,National Institute for the Promotion of Science,Member
W.B. Magruder,National Institute for the Promotion of Science,Member
James C. Maguire,National Institute for the Promotion of Science,Member
Francis Markoe Jr.,National Institute for the Promotion of Science,Member
J. Martin,National Institute for the Promotion of Science,Member
J.L. Martin,National Institute for the Promotion of Science,Member
John Mason Jr.,National Institute for the Promotion of Science,Member
Maynadier Mason,National Institute for the Promotion of Science,Member
W. Matthews,National Institute for the Promotion of Science,Member
John W. Maury,National Institute for the Promotion of Science,Member
M.F. Maury,National Institute for the Promotion of Science,Member
Virgil Maxcy,National Institute for the Promotion of Science,Member
J. Frederick May,National Institute for the Promotion of Science,Member
G.W. Meade,National Institute for the Promotion of Science,Member
A.H. Mechlin,National Institute for the Promotion of Science,Member
William Mechlin,National Institute for the Promotion of Science,Member
J.F.J. McClery,National Institute for the Promotion of Science,Member
J. McClellan,National Institute for the Promotion of Science,Member
James W. McCulloh,National Institute for the Promotion of Science,Member
John McLaughlin,National Institute for the Promotion of Science,Member
Alexander McWilliams,National Institute for the Promotion of Science,Member
Montgomery C. Meigs,National Institute for the Promotion of Science,Member
Morris S. Miller,National Institute for the Promotion of Science,Member
Thomas Miller,National Institute for the Promotion of Science,Member
Robert Mills,National Institute for the Promotion of Science,Member
J.B. Moore,National Institute for the Promotion of Science,Member
J.M. Moore,National Institute for the Promotion of Science,Member
Alfred Mordecai,National Institute for the Promotion of Science,Member
Charles Morris,National Institute for the Promotion of Science,Member
Henry Morris,National Institute for the Promotion of Science,Member
William Morton,National Institute for the Promotion of Science,Member
Charles B. Moss,National Institute for the Promotion of Science,Member
Ignatius Mudd,National Institute for the Promotion of Science,Member
A.A. Muller,National Institute for the Promotion of Science,Member
JosephMunding,National Institute for the Promotion of Science,Member
John B. Nicolson,National Institute for the Promotion of Science,Member
John Niles,National Institute for the Promotion of Science,Member
Charles H. Nourse,National Institute for the Promotion of Science,Member
Charles J. Nourse,National Institute for the Promotion of Science,Member
J.H. Offley,National Institute for the Promotion of Science,Member
Charles G. Page,National Institute for the Promotion of Science,Member
R.P. Parrott,National Institute for the Promotion of Science,Member
J.K. Paulding,National Institute for the Promotion of Science,Member
Joshua Pearce,National Institute for the Promotion of Science,Member
Charles B. Penrose,National Institute for the Promotion of Science,Member
Charles Pickering,National Institute for the Promotion of Science,Member
Stephen Pleasonton,National Institute for the Promotion of Science,Member
Joel R. Poinsett,National Institute for the Promotion of Science,Member
J.F. Polk,National Institute for the Promotion of Science,Member
Samuel Humes Porter,National Institute for the Promotion of Science,Member
W.D. Porter,National Institute for the Promotion of Science,Member
Levin M. Powell,National Institute for the Promotion of Science,Member
John Purdy,National Institute for the Promotion of Science,Member
Tobias Purrington,National Institute for the Promotion of Science,Member
Smith Pyne,National Institute for the Promotion of Science,Member
A.B. Quimby,National Institute for the Promotion of Science,Member
Thomas R. Quimby,National Institute for the Promotion of Science,Member
Henry K. Randall,National Institute for the Promotion of Science,Member
James Renwick,National Institute for the Promotion of Science,Member
William Rich,National Institute for the Promotion of Science,Member
William G. Ridgely,National Institute for the Promotion of Science,Member
George W. Riggs Jr.,National Institute for the Promotion of Science,Member
Joshua Riley,National Institute for the Promotion of Science,Member
Thomas L. Ringgold,National Institute for the Promotion of Science,Member
C.E. Rittenhouse,National Institute for the Promotion of Science,Member
John Roberts,National Institute for the Promotion of Science,Member
Andrew Rothwell,National Institute for the Promotion of Science,Member
James Ryder,National Institute for the Promotion of Science,Member
J. Sanders,National Institute for the Promotion of Science,Member
O. de A. Santangelo,National Institute for the Promotion of Science,Member
William B. Scott,National Institute for the Promotion of Science,Member
William Seaton,National Institute for the Promotion of Science,Member
Thomas Sewall,National Institute for the Promotion of Science,Member
Chales M. Serruys,National Institute for the Promotion of Science,Member
Thomas Sewall,National Institute for the Promotion of Science,Member
W.B. Shubrick,National Institute for the Promotion of Science,Member
J.S. Skinner,National Institute for the Promotion of Science,Member
Theodoric B. Skinner,National Institute for the Promotion of Science,Member
John Hancock Slack,National Institute for the Promotion of Science,Member
Edward Smith,National Institute for the Promotion of Science,Member
F.A. Smith,National Institute for the Promotion of Science,Member
Gideon B. Smith,National Institute for the Promotion of Science,Member
J.B.H. Smith,National Institute for the Promotion of Science,Member
J.H. Smith,National Institute for the Promotion of Science,Member
Thomas L. Smith,National Institute for the Promotion of Science,Member
Thomas W. Smith,National Institute for the Promotion of Science,Member
Richard Smith,National Institute for the Promotion of Science,Member
R.C. Smith,National Institute for the Promotion of Science,Member
Samuel Harrison Smith,National Institute for the Promotion of Science,Member
W.J. Smith,National Institute for the Promotion of Science,Member
Samuel C. Smoot,National Institute for the Promotion of Science,Member
J. Snell,National Institute for the Promotion of Science,Member
W. Snethen,National Institute for the Promotion of Science,Member
Robert Southgate,National Institute for the Promotion of Science,Member
W. Speiden,National Institute for the Promotion of Science,Member
Henry Stone,National Institute for the Promotion of Science,Member
Nahum Stone,National Institute for the Promotion of Science,Member
William J. Stone,National Institute for the Promotion of Science,Member
C. Stott,National Institute for the Promotion of Science,Member
Edward Stubbs,National Institute for the Promotion of Science,Member
Jeremiah Sullivan,National Institute for the Promotion of Science,Member
John T. Sullivan,National Institute for the Promotion of Science,Member
H.L. Sylvester,National Institute for the Promotion of Science,Member
A. Talcott,National Institute for the Promotion of Science,Member
G. Talcott,National Institute for the Promotion of Science,Member
Benjamin Ogle Tayloe,National Institute for the Promotion of Science,Member
Franck Taylor,National Institute for the Promotion of Science,Member
W.H.S. Taylor,National Institute for the Promotion of Science,Member
J.M. Thomas,National Institute for the Promotion of Science,Member
Lorenzo Thomas,National Institute for the Promotion of Science,Member
G.L. Thompson,National Institute for the Promotion of Science,Member
PisheyThompson,National Institute for the Promotion of Science,Member
J.B.C. Thornton,National Institute for the Promotion of Science,Member
Thomas L. Thurston,National Institute for the Promotion of Science,Member
Seth J. Todd,National Institute for the Promotion of Science,Member
William B. Todd,National Institute for the Promotion of Science,Member
George Totten,National Institute for the Promotion of Science,Member
Joseph G. Totten,National Institute for the Promotion of Science,Member
N.S. Towle,National Institute for the Promotion of Science,Member
John K. Townsend,National Institute for the Promotion of Science,Member
Nathan Towson,National Institute for the Promotion of Science,Member
J.H. Trapier,National Institute for the Promotion of Science,Member
J.H. Trenholm,National Institute for the Promotion of Science,Member
C.R. Tschiffely,National Institute for the Promotion of Science,Member
W. Turnbull,National Institute for the Promotion of Science,Member
John Tyler Jr.,National Institute for the Promotion of Science,Member
B.C. Vail,National Institute for the Promotion of Science,Member
W.H. Van Buren,National Institute for the Promotion of Science,Member
C.W. Van Ness,National Institute for the Promotion of Science,Member
John P. Van Ness,National Institute for the Promotion of Science,Member
C.H. Van Patten,National Institute for the Promotion of Science,Member
J.P. Vantyne,National Institute for the Promotion of Science,Member
A.S. Wadsworth,National Institute for the Promotion of Science,Member
Giles Waldo,National Institute for the Promotion of Science,Member
R. Wallack,National Institute for the Promotion of Science,Member
Peregrine Warfield,National Institute for the Promotion of Science,Member
B.H. Waring,National Institute for the Promotion of Science,Member
L. Warrington,National Institute for the Promotion of Science,Member
Peter G. Washington,National Institute for the Promotion of Science,Member
George Watterston,National Institute for the Promotion of Science,Member
D. Fletcher Webster,National Institute for the Promotion of Science,Member
R.C. Weightman,National Institute for the Promotion of Science,Member
James Whitcomb,National Institute for the Promotion of Science,Member
L. Whiting,National Institute for the Promotion of Science,Member
H.C. Williams,National Institute for the Promotion of Science,Member
James Williams,National Institute for the Promotion of Science,Member
S. Wilkinson,National Institute for the Promotion of Science,Member
J. Wilson,National Institute for the Promotion of Science,Member
Tully R. Wise,National Institute for the Promotion of Science,Member
Charles Wood,National Institute for the Promotion of Science,Member
Levi Woodbury,National Institute for the Promotion of Science,Member
James Wynee,National Institute for the Promotion of Science,Member
J.M. Wyse,National Institute for the Promotion of Science,Member
McClintock Young,National Institute for the Promotion of Science,Member
