Name,Organization,Year Elected,Status
George Gibbs,Academy of Natural Sciences,1815,Member
Francis W. Gilmer,Academy of Natural Sciences,1815,Member
John Gorham,Academy of Natural Sciences,1816,Member
August Goldfuss,Academy of Natural Sciences,1832,Member
John Griscom,Academy of Natural Sciences,1814,Member
Thomas Griffith,Academy of Natural Sciences,1815,Member
Edward Griffith,Academy of Natural Sciences,1828,Member
R. H. Greville,Academy of Natural Sciences,1823,Member
M. Grateloup,Academy of Natural Sciences,1836,Member
Asa Gray,Academy of Natural Sciences,1836,Member
John Edward Gray,Academy of Natural Sciences,1829,Member
Benjamin D. Green,Academy of Natural Sciences,1831,Member
John Guillemard,Academy of Natural Sciences,1817,Member
John Gummere,Academy of Natural Sciences,1816,Member
M. Haiiy,Academy of Natural Sciences,1812,Member
John S. Haines,Academy of Natural Sciences,1814,Member
Horace H. Hayden,Academy of Natural Sciences,1815,Member
I. H. Hassenfratz,Academy of Natural Sciences,1819,Member
George Hazelwood,Academy of Natural Sciences,1821,Member
T. W. Harris,Academy of Natural Sciences,1826,Member
James Hadley,Academy of Natural Sciences,1828,Member
Josiah Harlan,Academy of Natural Sciences,1831,Member
Edward C. Herrick,Academy of Natural Sciences,1836,Member
S. P. Hildreth,Academy of Natural Sciences,1832,Member
Edward Hitchcock,Academy of Natural Sciences,1832,Member
M. E. Geoffroy St. Hilaire,Academy of Natural Sciences,1818,Member
Ezekiel Holmes,Academy of Natural Sciences,1826,Member
Charles Joseph Van Hoorebeke,Academy of Natural Sciences,1821,Member
David Hosack,Academy of Natural Sciences,1815,Member
John Edward Holbrook,Academy of Natural Sciences,1832,Member
Robert Hooper,Academy of Natural Sciences,1834,Member
William Jackson Hooker,Academy of Natural Sciences,1821,Member
Thomas Horsfield,Academy of Natural Sciences,1826,Member
David Hunt,Academy of Natural Sciences,1815,Member
William Cobb Hurry,Academy of Natural Sciences,1832,Member
Ansel W. Ives,Academy of Natural Sciences,1817,Member
Joseph Jansen,Academy of Natural Sciences,1816,Member
William Jackson,Academy of Natural Sciences,1814,Member
Charles T. Jackson,Academy of Natural Sciences,1833,Member
Robert Jameson,Academy of Natural Sciences,1822,Member
William James,Academy of Natural Sciences,1814,Member
Edwin James,Academy of Natural Sciences,1823,Member
John C. Jay,Academy of Natural Sciences,1835,Member
John Carmichael Jenkins,Academy of Natural Sciences,1836,Member
Thomas Jefferson,Academy of Natural Sciences,1818,Member
William Jones,Academy of Natural Sciences,1817,Member
M. A. L. de Jussieu,Academy of Natural Sciences,1818,Member
Alexander A. T. C. Keech,Academy of Natural Sciences,1816,Member
M. Pierre-Andre Latreille,Academy of Natural Sciences,1817,Member
M. Laugier,Academy of Natural Sciences,1818,Member
William Lawrence,Academy of Natural Sciences,1818,Member
B. G. E. de la Ville,Academy of Natural Sciences,1812,Member
Count Lakanal,Academy of Natural Sciences,1816,Member
Chev. de Lamarck,Academy of Natural Sciences,1818,Member
M. J. L. Laporte,Academy of Natural Sciences,1832,Member
Justus Le Beau,Academy of Natural Sciences,1833,Member
M. R. P. Lesson,Academy of Natural Sciences,1832,Member
Karl Caesar von Leonard,Academy of Natural Sciences,1824,Member
James Leighton,Academy of Natural Sciences,1824,Member
William Elford Leach,Academy of Natural Sciences,1821,Member
M. Lefroy,Academy of Natural Sciences,1817,Member
Joel Lewis,Academy of Natural Sciences,1815,Member
Henry Lee,Academy of Natural Sciences,1816,Member
M. Leman,Academy of Natural Sciences,1817,Member
Louis L'Herminier,Academy of Natural Sciences,1817,Member
Algernon Sidney Logan,Academy of Natural Sciences,1815,Member
Stephen H. Long,Academy of Natural Sciences,1817,Member
Joseph Lovell,Academy of Natural Sciences,1823,Member
Guillaume Lobe,Academy of Natural Sciences,1836,Member
M. J. A. H. Lucas,Academy of Natural Sciences,1817,Member
Wm. J. Macnevin,Academy of Natural Sciences,1814,Member
Julien Magnanos,Academy of Natural Sciences,1812,Member
M. Mangouri,Academy of Natural Sciences,1812,Member
Patrick Macaulay,Academy of Natural Sciences,1816,Member
C. F. P. Von Martius,Academy of Natural Sciences,1832,Member
M. Ch. Martins,Academy of Natural Sciences,1833,Member
Ephraim McDowell,Academy of Natural Sciences,1813,Member
James McFadyen,Academy of Natural Sciences,1835,Member
James MacCulloch,Academy of Natural Sciences,1829,Member
William McGillivray,Academy of Natural Sciences,1831,Member
William Sharp Mac Leay,Academy of Natural Sciences,1836,Member
 Fred. Val. Melsheimer,Academy of Natural Sciences,1813,Member
M. Johan Menger,Academy of Natural Sciences,1822,Member
M. Mercier,Academy of Natural Sciences,1812,Member
Herman de Meyer,Academy of Natural Sciences,1832,Member
M. Champvert Montral,Academy of Natural Sciences,1812,Member
T. Milbert,Academy of Natural Sciences,1821,Member
M. A. F. Miot,Academy of Natural Sciences,1825,Member
Samuel L. Mitchill,Academy of Natural Sciences,1812,Member
Elisha Mitchell,Academy of Natural Sciences,1832,Member
M. F. J. Michaux,Academy of Natural Sciences,1818,Member
M. S. G. V. de Moleon,Academy of Natural Sciences,1833,Member
Valentine Mott,Academy of Natural Sciences,1814,Member
Thomas W. Montgomery,Academy of Natural Sciences,1814,Member
Alexander Montgomery,Academy of Natural Sciences,1814,Member
M. Noel de la Morinier,Academy of Natural Sciences,1819,Member
James W. Murray,Academy of Natural Sciences,1814,Member
Henry Muhlenberg,Academy of Natural Sciences,1812,Member
M. Charles Mylius,Academy of Natural Sciences,1822,Member
William Oakes,Academy of Natural Sciences,1830,Member
Aug. J. Oemler,Academy of Natural Sciences,1812,Member
Michael J. O'Kelly,Academy of Natural Sciences,1816,Member
Denison Olmsted,Academy of Natural Sciences,1828,Member
M. Dessalines d'Orbigny,Academy of Natural Sciences,1834,Member
Richard Owen,Academy of Natural Sciences,1834,Member
John Palmer,Academy of Natural Sciences,1817,Member
M. M. Parent,Academy of Natural Sciences,1820,Member
Samuel Parkes,Academy of Natural Sciences,1821,Member
Joseph Barclay Pentland,Academy of Natural Sciences,1821,Member
Jacob Perkins,Academy of Natural Sciences,1813,Member
Robert Peter,Academy of Natural Sciences,1835,Member
Henry Piddington,Academy of Natural Sciences,1835,Member
Zina Pitcher,Academy of Natural Sciences,1830,Member
W. Pierpont,Academy of Natural Sciences,1812,Member
M. Pinel,Academy of Natural Sciences,1815,Member
Joseph Xavier Poli,Academy of Natural Sciences,1820,Member
Joel R. Poinsett,Academy of Natural Sciences,1829,Member
T. D. Porter,Academy of Natural Sciences,1822,Member
M. Alexandre Poutrel,Academy of Natural Sciences,1812,Member
M. Constant Prevost,Academy of Natural Sciences,1823,Member
James Prinsep,Academy of Natural Sciences,1836,Member
J. B. Quimby,Academy of Natural Sciences,1836,Member
L'Abbate Camillo Ranzani,Academy of Natural Sciences,1827,Member
John Randall,Academy of Natural Sciences,1816,Member
Edmund Ravenel,Academy of Natural Sciences,1832,Member
Henry S. Rennolds,Academy of Natural Sciences,1835,Member
Matthew Rhea,Academy of Natural Sciences,1832,Member
C. G. C. Reinwardt,Academy of Natural Sciences,1821,Member
John L. Riddell,Academy of Natural Sciences,1836,Member
William Riley,Academy of Natural Sciences,1833,Member
M. Alexandre Ricord,Academy of Natural Sciences,1823,Member
M. Philippe Ricord,Academy of Natural Sciences,1823,Member
Mariano de Rivero,Academy of Natural Sciences,1821,Member
M. J. A. Risso,Academy of Natural Sciences,1818,Member
Robert H. Rose,Academy of Natural Sciences,1833,Member
William B. Rodgers,Academy of Natural Sciences,1834,Member
W. S. W. Ruschenberger,Academy of Natural Sciences,1832,Member
Julius Rucco,Academy of Natural Sciences,1820,Member
Edward Ruppel,Academy of Natural Sciences,1830,Member
William Roxburgh,Academy of Natural Sciences,1812,Member
Paolo Savi,Academy of Natural Sciences,1827,Member
Don Ramon de la Sagra,Academy of Natural Sciences,1832,Member
Lewis Saynisch,Academy of Natural Sciences,1836,Member
M. Charles Von Schreibers,Academy of Natural Sciences,1818,Member
Henry R. Schoolcraft,Academy of Natural Sciences,1820,Member
Lewis David Von Schweinitz,Academy of Natural Sciences,1822,Member
Andrew Scott,Academy of Natural Sciences,1815,Member
M. Marcel de Serres,Academy of Natural Sciences,1832,Member
James Sealy,Academy of Natural Sciences,1820,Member
John Shannon,Academy of Natural Sciences,1831,Member
Charles U. Sheppard,Academy of Natural Sciences,1828,Member
Charles W. Short,Academy of Natural Sciences,1831,Member
Howard Sims,Academy of Natural Sciences,1817,Member
Benjamin Silliman,Academy of Natural Sciences,1817,Member
William Southern,Academy of Natural Sciences,1812,Member
Alexander H. Stevens,Academy of Natural Sciences,1819,Member
Gaspard Comte de Sternberg,Academy of Natural Sciences,1821,Member
Henry Steinhaur,Academy of Natural Sciences,1817,Member
M. Henri Von Struve,Academy of Natural Sciences,1822,Member
John Styles,Academy of Natural Sciences,1834,Member
Charles Tail,Academy of Natural Sciences,1832,Member
Richard C. Taylor,Academy of Natural Sciences,1833,Member
Conrad Jacob Temminck,Academy of Natural Sciences,1824,Member
E. Thomas,Academy of Natural Sciences,1816,Member
William Thornton,Academy of Natural Sciences,1812,Member
Joseph Tilden,Academy of Natural Sciences,1812,Member
Allen Thompson,Academy of Natural Sciences,1834,Member
John Torrey,Academy of Natural Sciences,1822,Member
Joseph G. Totten,Academy of Natural Sciences,1830,Member
B. Troost,Academy of Natural Sciences,1814,Member
John Travers,Academy of Natural Sciences,1815,Member
John S. Trescott,Academy of Natural Sciences,1818,Member
Thomas Stewart Traill,Academy of Natural Sciences,1835,Member
James Trimble,Academy of Natural Sciences,1836,Member
Trinius,Academy of Natural Sciences,1836,Member
John Turner,Academy of Natural Sciences,1814,Member
Andrew Ure,Academy of Natural Sciences,1829,Member
M. Vauquelin,Academy of Natural Sciences,1818,Member
Don Jose Maria Vargas,Academy of Natural Sciences,1835,Member
Stephen Van Rensselaer,Academy of Natural Sciences,1833,Member
Jer. Van Rensselaer,Academy of Natural Sciences,1829,Member
Philippe Louis Voltz,Academy of Natural Sciences,1833,Member
Malthus A. Ward,Academy of Natural Sciences,1832,Member
Samuel R. Wetherill,Academy of Natural Sciences,1814,Member
C. R. G. Weidemann,Academy of Natural Sciences,1823,Member
John W. Webster,Academy of Natural Sciences,1814,Member
Joseph Wheelwright,Academy of Natural Sciences,1814,Member
Charles J. Wister,Academy of Natural Sciences,1814,Member
Adam Winthrop,Academy of Natural Sciences,1835,Member
Maximilian,Academy of Natural Sciences,1834,Member
Joseph Worth,Academy of Natural Sciences,1823,Member
J. Wright,Academy of Natural Sciences,1829,Member
Thomas J. Wray,Academy of Natural Sciences,1818,Member
William Yarrell,Academy of Natural Sciences,1829,Member
Chr. Zimmerman,Academy of Natural Sciences,1836,Member
William Zollikoffer,Academy of Natural Sciences,1834,Member
Thomas Bacon,American Philosophical Society,1768,Member
Lynford Lardner,American Philosophical Society,1768,Member
Arthur Lee,American Philosophical Society,1768,Member
Francis L. Lee,American Philosophical Society,1768,Member
Samuel Bowen,American Philosophical Society,1769,Member
Richard Brooke,American Philosophical Society,1769,Member
Landon Carter,American Philosophical Society,1769,Member
Daniel Clark,American Philosophical Society,1769,Member
Myles Cooper,American Philosophical Society,1769,Member
John Jones,American Philosophical Society,1769,Member
Carolus Linnaeus,American Philosophical Society,1769,Member
John Lorimer,American Philosophical Society,1769,Member
John M. Otto,American Philosophical Society,1769,Member
Ebenezer Prime,American Philosophical Society,1769,Member
Samuel Shoemaker,American Philosophical Society,1769,Member
Earl William Alexander,American Philosophical Society,1770,Member
Joel Bailey,American Philosophical Society,1770,Member
Joseph Ellicott,American Philosophical Society,1770,Member
James Ferguson,American Philosophical Society,1770,Member
John Fothergill,American Philosophical Society,1770,Member
Joseph Gilpin,American Philosophical Society,1770,Member
George Guald,American Philosophical Society,1770,Member
John David Hahn,American Philosophical Society,1770,Member
John Morell,American Philosophical Society,1770,Member
Edward Nairne,American Philosophical Society,1770,Member
John Baynton,American Philosophical Society,1771,Member
Henry Benbridge,American Philosophical Society,1771,Member
Samuel Filsted,American Philosophical Society,1771,Member
Archibald Gloucester,American Philosophical Society,1771,Member
Henry Hill,American Philosophical Society,1771,Member
James Lloyd,American Philosophical Society,1771,Member
Frederick W. von Marschall,American Philosophical Society,1771,Member
Nevil Maskelyne,American Philosophical Society,1771,Member
Charles A. McCall,American Philosophical Society,1771,Member
Samuel Preston Moore,American Philosophical Society,1771,Member
Charles Morton,American Philosophical Society,1771,Member
Joseph Otolenge,American Philosophical Society,1771,Member
William Parr,American Philosophical Society,1771,Member
Thomas Preston,American Philosophical Society,1771,Member
Samuel Rhoads,American Philosophical Society,1771,Member
Richard Thomas,American Philosophical Society,1771,Member
Stephen Adye,American Philosophical Society,1772,Member
Gerard Bancker,American Philosophical Society,1772,Member
Daniel Coxe,American Philosophical Society,1772,Member
Peter Dolland,American Philosophical Society,1772,Member
Thomas Hutchins,American Philosophical Society,1772,Member
Timothy Lane,American Philosophical Society,1772,Member
Henry Laurens,American Philosophical Society,1772,Member
Jesse Lukens,American Philosophical Society,1772,Member
Arch McClean,American Philosophical Society,1772,Member
George Milligan,American Philosophical Society,1772,Member
John Montresor,American Philosophical Society,1772,Member
Samuel Williams,American Philosophical Society,1772,Member
Tobern Bergmann,American Philosophical Society,1773,Member
Thomas Coombe,American Philosophical Society,1773,Member
Baron von Timotheus M. Klingstadt,American Philosophical Society,1773,Member
William Ludlam,American Philosophical Society,1773,Member
Andrew Oliver,American Philosophical Society,1773,Member
Jean B. Le Roy,American Philosophical Society,1773,Member
Alexander Small,American Philosophical Society,1773,Member
James Tilton,American Philosophical Society,1773,Member
Nicholas Way,American Philosophical Society,1773,Member
James Bringhurst,American Philosophical Society,1774,Member
William Bryant,American Philosophical Society,1774,Member
Sharp Delany,American Philosophical Society,1774,Member
Andrew Duncan,American Philosophical Society,1774,Member
Bryan Edwards,American Philosophical Society,1774,Member
John Ellis,American Philosophical Society,1774,Member
Jonathan Elmer,American Philosophical Society,1774,Member
George Gauld,American Philosophical Society,1774,Member
John Jones,American Philosophical Society,1774,Member
Walter Jones,American Philosophical Society,1774,Member
James McClurg,American Philosophical Society,1774,Member
Samuel More,American Philosophical Society,1774,Member
Benjamin Morgan,American Philosophical Society,1774,Member
Thomas Parke,American Philosophical Society,1774,Member
John Perkins,American Philosophical Society,1774,Member
Bernard Romans,American Philosophical Society,1774,Member
Lord Mahon Charles Stanhope,American Philosophical Society,1774,Member
Lord Mahon Philips Stanhope,American Philosophical Society,1774,Member
William Wright,American Philosophical Society,1774,Member
Charles Adams,American Philosophical Society,1775,Member
Jacques Barbeu-Dubourg,American Philosophical Society,1775,Member
Marquis de M.J.A.N. Caritat Condorcet,American Philosophical Society,1775,Member
Louis J.M. Daubenton,American Philosophical Society,1775,Member
Fortunatus Dwarris,American Philosophical Society,1775,Member
Thomas Gibbons,American Philosophical Society,1775,Member
Samuel Holland,American Philosophical Society,1775,Member
Antoine L. Lavoisier,American Philosophical Society,1775,Member
Pierre J. Macquer,American Philosophical Society,1775,Member
Benjamin Moseley,American Philosophical Society,1775,Member
Guillaume T. F. Raynall,American Philosophical Society,1775,Member
Le Roux,American Philosophical Society,1775,Member
Jean F. Rozier,American Philosophical Society,1775,Member
George Duffield,American Philosophical Society,1779,Member
James Hutchinson,American Philosophical Society,1779,Member
Charles Pettit,American Philosophical Society,1779,Member
Conrad A. Gerard de Rayneval,American Philosophical Society,1779,Member
Jean-Joseph Sue,American Philosophical Society,1779,Member
John Adams,American Philosophical Society,1780,Member
Marquis de Francois Barbe-Marbois,American Philosophical Society,1780,Member
William Brown,American Philosophical Society,1780,Member
William Carmichael,American Philosophical Society,1780,Member
Arthur St. Clair,American Philosophical Society,1780,Member
Robert Erskine,American Philosophical Society,1780,Member
William Grayson,American Philosophical Society,1780,Member
Alexander Hamilton,American Philosophical Society,1780,Member
William C. Houston,American Philosophical Society,1780,Member
John Jay,American Philosophical Society,1780,Member
Thomas Jefferson,American Philosophical Society,1780,Member
J.C. Kunze,American Philosophical Society,1780,Member
John Laurens,American Philosophical Society,1780,Member
Anne C. de la Luaerne,American Philosophical Society,1780,Member
Rev. James Madison,American Philosophical Society,1780,Member
Timothy Matlack,American Philosophical Society,1780,Member
Baron Friedrich W. von Steuben,American Philosophical Society,1780,Member
Jean-Baptiste Ternant,American Philosophical Society,1780,Member
Charles Vallancey,American Philosophical Society,1780,Member
George Washington,American Philosophical Society,1780,Member
Anthony Wayne,American Philosophical Society,1780,Member
Thomas Bee,American Philosophical Society,1781,Member
Marquis de Francois J. Chastellux,American Philosophical Society,1781,Member
Isaac Gray,American Philosophical Society,1781,Member
Ebenezer Hazard,American Philosophical Society,1781,Member
Jared Ingersoll,American Philosophical Society,1781,Member
Marquis de Motier Theodore Lafayette,American Philosophical Society,1781,Member
Hugh Shiell,American Philosophical Society,1781,Member
Chevalier d' Charles F.A. Le Paulmier Annemours,American Philosophical Society,1783,Member
John Beale Bordley,American Philosophical Society,1783,Member
Jean F. Coste,American Philosophical Society,1783,Member
Robert Davidson,American Philosophical Society,1783,Member
Felice Fontana,American Philosophical Society,1783,Member
Antoine Court de Gebilin,American Philosophical Society,1783,Member
Samuel Huntingdon,American Philosophical Society,1783,Member
Robert M. Patterson,American Philosophical Society,1783,Member
Comte Charles C. Labillarderie Angivillier,American Philosophical Society,1784,Member
Jeremy Belknap,American Philosophical Society,1784,Member
Peter J. Van Berckel,American Philosophical Society,1784,Member
Barnabas Binney,American Philosophical Society,1784,Member
Robert Blackwell,American Philosophical Society,1784,Member
Fred F.S. de Brahm,American Philosophical Society,1784,Member
Pedro Rodriguez Campomanes,American Philosophical Society,1784,Member
John Dunlap,American Philosophical Society,1784,Member
John Foulke,American Philosophical Society,1784,Member
George Fox,American Philosophical Society,1784,Member
Arch Gamble,American Philosophical Society,1784,Member
George Gray,American Philosophical Society,1784,Member
J.H.C. Helmuth,American Philosophical Society,1784,Member
Thomas Heyward,American Philosophical Society,1784,Member
Rev. Samuel Magaw,American Philosophical Society,1784,Member
John H. de Magellan,American Philosophical Society,1784,Member
Jonathan D. Sergeant,American Philosophical Society,1784,Member
James Six,American Philosophical Society,1784,Member
John Vaughan,American Philosophical Society,1784,Member
Samuel Vaughan,American Philosophical Society,1784,Member
Comte de Charles G. Vergennes,American Philosophical Society,1784,Member
Frederick E.F. Bertholff,American Philosophical Society,1785,Member
Comte de Luc Urbain du Bouexic,American Philosophical Society,1785,Member
William Bradford,American Philosophical Society,1785,Member
Edward Burd,American Philosophical Society,1785,Member
John Carson,American Philosophical Society,1785,Member
Adair Crawford,American Philosophical Society,1785,Member
Manasseh Cutler,American Philosophical Society,1785,Member
Andrew Ellicott,American Philosophical Society,1785,Member
Samuel Powel Griffiths,American Philosophical Society,1785,Member
Samuel G. Hermelin,American Philosophical Society,1785,Member
Sir William Herschel,American Philosophical Society,1785,Member
Hugh James,American Philosophical Society,1785,Member
Thaddeus Kosciusko,American Philosophical Society,1785,Member
James Madison,American Philosophical Society,1785,Member
Joseph Mandrillion,American Philosophical Society,1785,Member
James McHenry,American Philosophical Society,1785,Member
Christian F. Michailis,American Philosophical Society,1785,Member
Henry E. Muhlenberg,American Philosophical Society,1785,Member
Mann Page,American Philosophical Society,1785,Member
Thomas Paine,American Philosophical Society,1785,Member
William Parker,American Philosophical Society,1785,Member
Robert Perceval,American Philosophical Society,1785,Member
Richard Price,American Philosophical Society,1785,Member
Joseph Priestley,American Philosophical Society,1785,Member
Samuel S. Smith,American Philosophical Society,1785,Member
Jean-Baptiste Sue,American Philosophical Society,1785,Member
George Wall,American Philosophical Society,1785,Member
Benjamin Workman,American Philosophical Society,1785,Member
James Beattie,American Philosophical Society,1786,Member
Pierre J.G. Cabanis,American Philosophical Society,1786,Member
Conte Luigi Castiglioni,American Philosophical Society,1786,Member
Jacques A.C. Charles,American Philosophical Society,1786,Member
George Clymer,American Philosophical Society,1786,Member
Lorenz Crell,American Philosophical Society,1786,Member
Benjamin Duffield,American Philosophical Society,1786,Member
Aime A.J. Feutry,American Philosophical Society,1786,Member
William Temple Franklin,American Philosophical Society,1786,Member
Thibert Garbier,American Philosophical Society,1786,Member
Rene G. Gastelier,American Philosophical Society,1786,Member
Granchain,American Philosophical Society,1786,Member
Guillaume Grivel,American Philosophical Society,1786,Member
Thomas Henry,American Philosophical Society,1786,Member
Jonathan Hoge,American Philosophical Society,1786,Member
Jan Ingenhousz,American Philosophical Society,1786,Member
John Andrews,American Philosophical Society,1786,Member
Richard Kirwan,American Philosophical Society,1786,Member
John Morris,American Philosophical Society,1786,Member
Robert Morris,American Philosophical Society,1786,Member
Nicolas Noel,American Philosophical Society,1786,Member
Charles Willson Peale,American Philosophical Society,1786,Member
Thomas Percival,American Philosophical Society,1786,Member
Robert E. Pine,American Philosophical Society,1786,Member
William Rawle,American Philosophical Society,1786,Member
Duc de Louis A. La Rochefoucauld d'Enville,American Philosophical Society,1786,Member
Julien D. Le Roy,American Philosophical Society,1786,Member
Jean L.G. Soulavie,American Philosophical Society,1786,Member
Benjamin Vaughan,American Philosophical Society,1786,Member
Samuel Vaughan,American Philosophical Society,1786,Member
Louis G. Le Veillard,American Philosophical Society,1786,Member
Charles H. Wharton,American Philosophical Society,1786,Member
John Whitehurst,American Philosophical Society,1786,Member
William Baker,American Philosophical Society,1787,Member
Sir Joseph Banks,American Philosophical Society,1787,Member
Robert Barclay,American Philosophical Society,1787,Member
Thomas Barnes,American Philosophical Society,1787,Member
William Barton,American Philosophical Society,1787,Member
John Bayard,American Philosophical Society,1787,Member
William Bingham,American Philosophical Society,1787,Member
James Bowdoin,American Philosophical Society,1787,Member
Louis C. Cadet-Gassicourt,American Philosophical Society,1787,Member
Benjamin Chew,American Philosophical Society,1787,Member
Isaac Craig,American Philosophical Society,1787,Member
Enoch Edwards,American Philosophical Society,1787,Member
John Hunter,American Philosophical Society,1787,Member
Joseph James,American Philosophical Society,1787,Member
Francis Johnston,American Philosophical Society,1787,Member
John Johnston,American Philosophical Society,1787,Member
Charles Lennox,American Philosophical Society,1787,Member
John Coakley Lettsom,American Philosophical Society,1787,Member
Hon. John Lowell,American Philosophical Society,1787,Member
Robert Milligan,American Philosophical Society,1787,Member
Sir Edward Newenham,American Philosophical Society,1787,Member
Comte Louis G. Otto,American Philosophical Society,1787,Member
John R.B. Rodgers,American Philosophical Society,1787,Member
Thomas Ruston,American Philosophical Society,1787,Member
William W. Smith,American Philosophical Society,1787,Member
George Spence,American Philosophical Society,1787,Member
William Thornton,American Philosophical Society,1787,Member
George Vaux,American Philosophical Society,1787,Member
Antoine A.F. Cadet de Vaux,American Philosophical Society,1787,Member
Thomas White,American Philosophical Society,1787,Member
Jonathan Williams,American Philosophical Society,1787,Member
Caspar Wistar,American Philosophical Society,1787,Member
Simeon De Witt,American Philosophical Society,1787,Member
Burgiss Allison,American Philosophical Society,1789,Member
Charles Arthaud,American Philosophical Society,1789,Member
Benjamin Smith Barton,American Philosophical Society,1789,Member
Samuel Beach,American Philosophical Society,1789,Member
Sir Charles Blagden,American Philosophical Society,1789,Member
John Bleakley,American Philosophical Society,1789,Member
David Brearly,American Philosophical Society,1789,Member
Jean P. Brissot,American Philosophical Society,1789,Member
George Buchanan,American Philosophical Society,1789,Member
Pieter Camper,American Philosophical Society,1789,Member
Nicholas Collin,American Philosophical Society,1789,Member
John Cox,American Philosophical Society,1789,Member
Michel G. St. J. de Crevecoeur,American Philosophical Society,1789,Member
Princess Catherine Ekaterina Dashkova,American Philosophical Society,1789,Member
William Findley,American Philosophical Society,1789,Member
Jos. M. de Flores,American Philosophical Society,1789,Member
Diego de Gardoqui,American Philosophical Society,1789,Member
Francis de Gardoqui,American Philosophical Society,1789,Member
Peter Le Gaux,American Philosophical Society,1789,Member
Ashbel Green,American Philosophical Society,1789,Member
Friedrich A. von Heintz,American Philosophical Society,1789,Member
Joshua Humphreys,American Philosophical Society,1789,Member
Walter Minto,American Philosophical Society,1789,Member
George Monroe,American Philosophical Society,1789,Member
Mekeric L.E. Moreau,American Philosophical Society,1789,Member
William Paterson,American Philosophical Society,1789,Member
C.C. Pinckney,American Philosophical Society,1789,Member
Thomas Pole,American Philosophical Society,1789,Member
David Redick,American Philosophical Society,1789,Member
Benjamin Rittenhouse,American Philosophical Society,1789,Member
James Rumsey,American Philosophical Society,1789,Member
Winthrop Sargent,American Philosophical Society,1789,Member
Franz A. Steinsky,American Philosophical Society,1789,Member
John Stevens,American Philosophical Society,1789,Member
Charles Stuart,American Philosophical Society,1789,Member
James Wilkinson,American Philosophical Society,1789,Member
John Witherspoon,American Philosophical Society,1789,Member
Baron J.W.K.A. Hupsch von Lontxen,American Philosophical Society,1790,Member
Anders Sparman,American Philosophical Society,1790,Member
George Turner,American Philosophical Society,1790,Member
John Walker,American Philosophical Society,1790,Member
Caleb Whitefoord,American Philosophical Society,1790,Member
Alexander Addison,American Philosophical Society,1791,Member
Alexander Anderson,American Philosophical Society,1791,Member
Absalom Baird,American Philosophical Society,1791,Member
John Beckley,American Philosophical Society,1791,Member
Nicholas L. Burmann,American Philosophical Society,1791,Member
Alexander J. Dallas,American Philosophical Society,1791,Member
William Ferguson,American Philosophical Society,1791,Member
Albert Gallatin,American Philosophical Society,1791,Member
Benjamin Gloxin,American Philosophical Society,1791,Member
Robert Goldsbourough,American Philosophical Society,1791,Member
John G. Grosche,American Philosophical Society,1791,Member
John Hoge,American Philosophical Society,1791,Member
James Anderson,American Philosophical Society,1791,Member
Henry Knox,American Philosophical Society,1791,Member
John Luzac,American Philosophical Society,1791,Member
S.L. Mitchell,American Philosophical Society,1791,Member
Johann A. Murray,American Philosophical Society,1791,Member
John Nicholson,American Philosophical Society,1791,Member
Peter S. Pallas,American Philosophical Society,1791,Member
John Penington,American Philosophical Society,1791,Member
Thomas Pennant,American Philosophical Society,1791,Member
Peter S. Du Ponceau,American Philosophical Society,1791,Member
Edmund Randolph,American Philosophical Society,1791,Member
Andrew Ross,American Philosophical Society,1791,Member
James Ross,American Philosophical Society,1791,Member
John Smilie,American Philosophical Society,1791,Member
Dugald Stewart,American Philosophical Society,1791,Member
Karl P. Thunberg,American Philosophical Society,1791,Member
Benjamin Waterhouse,American Philosophical Society,1791,Member
Richard P. Barton,American Philosophical Society,1792,Member
Guiseppe Ceracchi,American Philosophical Society,1792,Member
William Currie,American Philosophical Society,1792,Member
Erasmus Darwin,American Philosophical Society,1792,Member
Comte de Antoine R.C.M. La Forest,American Philosophical Society,1792,Member
Anthony Fothergill,American Philosophical Society,1792,Member
David Jackson,American Philosophical Society,1792,Member
John Page,American Philosophical Society,1792,Member
Baron de Ambroise M.F.J. Palisot,American Philosophical Society,1792,Member
Conte Paolo Andreani,American Philosophical Society,1792,Member
John Rouelle,American Philosophical Society,1792,Member
William Smith,American Philosophical Society,1792,Member
Uvo van Troil,American Philosophical Society,1792,Member
John Trumbull,American Philosophical Society,1792,Member
Rodolph Valltravers,American Philosophical Society,1792,Member
Nicholas B. Waters,American Philosophical Society,1792,Member
Andre F. de Coupigny,American Philosophical Society,1793,Member
J. Reinhold Forster,American Philosophical Society,1793,Member
George Logan,American Philosophical Society,1793,Member
John W. Lottera,American Philosophical Society,1793,Member
David Nassy,American Philosophical Society,1793,Member
Thomas L. Shippen,American Philosophical Society,1793,Member
Louis Valentin,American Philosophical Society,1793,Member
William Waring,American Philosophical Society,1793,Member
David S. Erskine,American Philosophical Society,1794,Member
James Greenway,American Philosophical Society,1794,Member
James Anderson,American Philosophical Society,1794,Member
John Nancarrow,American Philosophical Society,1794,Member
Gustaf von Carleson,American Philosophical Society,1795,Member
Archibald Cochrane,American Philosophical Society,1795,Member
Robert Leslie,American Philosophical Society,1795,Member
Val Melscheimer,American Philosophical Society,1795,Member
Tim Pickering,American Philosophical Society,1795,Member
Samuel Wheeler,American Philosophical Society,1795,Member
Rev. James Abercrombie,American Philosophical Society,1796,Member
