Name,Organization,Status
Thomas G. Slye,Federal Government,Member
William Felch,Federal Government,Member
John Underwood,Federal Government,Member
Thomas Barclay,Federal Government,Member
Charles B. Davis,Federal Government,Member
William Lee,Federal Government,Member
James Eakin,Federal Government,Member
John Wells Jr.,Federal Government,Member
John Peters,Federal Government,Member
Samuel Lewis,Federal Government,Member
William Steuart,Federal Government,Member
Richard M. Boyer,Federal Government,Member
Ignatius Boone,Federal Government,Member
Robert Ellis,Federal Government,Member
Andrew C. Mitchell,Federal Government,Member
William Mechlin,Federal Government,Member
Richard B. Maury,Federal Government,Member
Leonard Mackall,Federal Government,Member
Andrew M. Kirk,Federal Government,Member
B. Mackall,Federal Government,Member
Samuel Hoot,Federal Government,Member
Peter Hagner,Federal Government,Member
James Thompson,Federal Government,Member
Charles Vinson,Federal Government,Member
John Abbott,Federal Government,Member
Richard Burgess,Federal Government,Member
Christopher Andrews,Federal Government,Member
Edward S. Lewis,Federal Government,Member
Thomas Cook,Federal Government,Member
Robert Read,Federal Government,Member
James Kincaid,Federal Government,Member
Bennett Clements,Federal Government,Member
William Cook,Federal Government,Member
William Ramsay,Federal Government,Member
Peter G. Washington,Federal Government,Member
Marcus Latimer,Federal Government,Member
Lloyd M. Lowe,Federal Government,Member
Henry Whetcroft,Federal Government,Member
James Montgomery,Federal Government,Member
John Compton,Federal Government,Member
James Davidson Jr.,Federal Government,Member
Henry C. Matthews,Federal Government,Member
Samuel Goddard,Federal Government,Member
Thomas Gunton,Federal Government,Member
Charles Cruikshank,Federal Government,Member
Henry Randall,Federal Government,Member
Wm. S. Wilkin,Federal Government,Member
Wm. Lenman,Federal Government,Member
Thomas Dove,Federal Government,Member
Constant Freeman,Federal Government,Member
Thomas H. Gillis,Federal Government,Member
George Macdaniel,Federal Government,Member
Joseph Mechlin,Federal Government,Member
John Macdaniel,Federal Government,Member
Ezekiel Macdaniel,Federal Government,Member
Henry Forrest,Federal Government,Member
Robert Getty,Federal Government,Member
John Craven,Federal Government,Member
Wiliam W. Clagett,Federal Government,Member
James H. Handy,Federal Government,Member
James Cassin,Federal Government,Member
John B. Martin,Federal Government,Member
George Gillis,Federal Government,Member
Thomas I. Sutherland,Federal Government,Member
Stephen Pleasouton,Federal Government,Member
Andrew Ross,Federal Government,Member
Thomas Mastin,Federal Government,Member
Thomas B. Pottinger,Federal Government,Member
David Easton,Federal Government,Member
William Dewees,Federal Government,Member
James D. King,Federal Government,Member
Robert Fisher,Federal Government,Member
Henry V.S. Vandenberg,Federal Government,Member
Henry W. Ball,Federal Government,Member
Joseph Thaw,Federal Government,Member
Nicholas Harper,Federal Government,Member
Bazil Warring,Federal Government,Member
Edward Holland,Federal Government,Member
Thomas T. Tucker,Federal Government,Member
Samuel Brook,Federal Government,Member
Thomas B. Dashiell,Federal Government,Member
George W. Dashiell,Federal Government,Member
Bazil W. Beall,Federal Government,Member
Benjamin B. Beall,Federal Government,Member
James Moore,Federal Government,Member
James Moore,Federal Government,Member
Joseph Noures,Federal Government,Member
Michael Nourse,Federal Government,Member
James McClery,Federal Government,Member
John D. Barclay,Federal Government,Member
Charles Dawson,Federal Government,Member
James Laurie,Federal Government,Member
William Mackey,Federal Government,Member
John S. Hawe,Federal Government,Member
John C. Steiner,Federal Government,Member
Wm. B. Randolph,Federal Government,Member
Henry M. Steiner,Federal Government,Member
Francis Lowndes,Federal Government,Member
Lewis Saloman,Federal Government,Member
Joseph Mountz,Federal Government,Member
John Stretch,Federal Government,Member
Joseph R. Nourse,Federal Government,Member
William James,Federal Government,Member
John R. Nourse,Federal Government,Member
Benjamin F. Rittenhouse,Federal Government,Member
Wm. T. Boyd,Federal Government,Member
James D. Woodside,Federal Government,Member
Joseph G. Nourse Jr.,Federal Government,Member
Alexander McDonald,Federal Government,Member
Josiah Meigs,Federal Government,Member
John M. Moore,Federal Government,Member
Aaron Benjamin,Federal Government,Member
Eugene A. Vail,Federal Government,Member
Robert King,Federal Government,Member
Sterling Gresham,Federal Government,Member
George Hill,Federal Government,Member
Joseph S. Collins,Federal Government,Member
Daniel Brown,Federal Government,Member
Frederick Keller,Federal Government,Member
Samuel D. King,Federal Government,Member
William Blanchard,Federal Government,Member
John McLaughlin,Federal Government,Member
John Goulding,Federal Government,Member
Alexander Estep,Federal Government,Member
Joseph Wheaton,Federal Government,Member
William Otis,Federal Government,Member
F. Cornelius Dekrafft,Federal Government,Member
David Shoemaker Jr.,Federal Government,Member
John B. Blake,Federal Government,Member
James R.M. Bryant,Federal Government,Member
George Wood,Federal Government,Member
Walter B. Beall,Federal Government,Member
Samuel Hanson,Federal Government,Member
Jospeh Wilson,Federal Government,Member
John Poor,Federal Government,Member
Joseph Wilson,Federal Government,Member
Peter Knight,Federal Government,Member
John C. Calhoun,Federal Government,Member
Christopher Van De Venter,Federal Government,Member
Lewis Edwards,Federal Government,Member
Nathaniel Cutting,Federal Government,Member
James L. Edwards,Federal Government,Member
Gideon Davis,Federal Government,Member
Samuel S. Hamilton,Federal Government,Member
John P. Fenner,Federal Government,Member
William M. Stewart,Federal Government,Member
William Gordon,Federal Government,Member
Edward Stevens,Federal Government,Member
William Hickey,Federal Government,Member
Hezekiah Miller,Federal Government,Member
Ebenezer Stout,Federal Government,Member
John H. Henshaw,Federal Government,Member
John Earle Frost,Federal Government,Member
Francis Wright,Federal Government,Member
Thomas B. Addison,Federal Government,Member
David Henley,Federal Government,Member
Benjamin L. Beall,Federal Government,Member
William Markward,Federal Government,Member
Brooke Williams,Federal Government,Member
John M. Hepburn,Federal Government,Member
G.T. Rhodes,Federal Government,Member
G.A. Bibby,Federal Government,Member
John Morton,Federal Government,Member
William Riddell,Federal Government,Member
Thomas G. Ringgold,Federal Government,Member
Charles G. Wilcox,Federal Government,Member
John Mitchell,Federal Government,Member
James Lovell,Federal Government,Member
Nathaniel Frye,Federal Government,Member
Andrew Ramsay,Federal Government,Member
T.P. Andrews,Federal Government,Member
Return J. Meigs Jr.,Federal Government,Member
Abraham Bradley Jr.,Federal Government,Member
Phineas Bradley,Federal Government,Member
Andrew Coyle,Federal Government,Member
Obadiah B. Brown,Federal Government,Member
Thomas B. Dyer,Federal Government,Member
Joseph W. hand,Federal Government,Member
T. Webster ,Federal Government,Member
J. M. Varnum,Federal Government,Member
W. H. Beard,Federal Government,Member
John McLeod,Federal Government,Member
David Shoemaker,Federal Government,Member
Andrew Tate,Federal Government,Member
Stephen W. Gray,Federal Government,Member
Bernard H. Tomlinson,Federal Government,Member
Chauncey Bestor,Federal Government,Member
William G. Elliott,Federal Government,Member
Thomas Arbuckle,Federal Government,Member
John R. Dyer,Federal Government,Member
Josiah F. Caldwell,Federal Government,Member
John Suter,Federal Government,Member
Thomas S. Bradley,Federal Government,Member
Alexander Dyer,Federal Government,Member
T. P. Gilpin,Federal Government,Member
Joseph Taylor,Federal Government,Member
Jos. Haskell,Federal Government,Member
Phineas J. Bradley,Federal Government,Member
Joseph Borrows,Federal Government,Member
Nathaniel Herbert,Federal Government,Member
