Name,Organization,Status
Thomas B. Pottinger,Federal Government,Member
David Easton,Federal Government,Member
William Dewees,Federal Government,Member
James D. King,Federal Government,Member
Robert Fisher,Federal Government,Member
Henry V.S. Vandenberg,Federal Government,Member
Henry W. Ball,Federal Government,Member
Joseph Thaw,Federal Government,Member
Nicholas Harper,Federal Government,Member
Bazil Warring,Federal Government,Member
Edward Holland,Federal Government,Member
Thomas T. Tucker,Federal Government,Member
Samuel Brook,Federal Government,Member
Thomas B. Dashiell,Federal Government,Member
George W. Dashiell,Federal Government,Member
Bazil W. Beall,Federal Government,Member
Benjamin B. Beall,Federal Government,Member
James Moore,Federal Government,Member
James Moore,Federal Government,Member
Joseph Noures,Federal Government,Member
Michael Nourse,Federal Government,Member
James McClery,Federal Government,Member
John D. Barclay,Federal Government,Member
Charles Dawson,Federal Government,Member
James Laurie,Federal Government,Member
William Mackey,Federal Government,Member
John S. Hawe,Federal Government,Member
John C. Steiner,Federal Government,Member
Wm. B. Randolph,Federal Government,Member
Henry M. Steiner,Federal Government,Member
Francis Lowndes,Federal Government,Member
Lewis Saloman,Federal Government,Member
Joseph Mountz,Federal Government,Member
John Stretch,Federal Government,Member
Joseph R. Nourse,Federal Government,Member
William James,Federal Government,Member
John R. Nourse,Federal Government,Member
Benjamin F. Rittenhouse,Federal Government,Member
Wm. T. Boyd,Federal Government,Member
James D. Woodside,Federal Government,Member
Joseph G. Nourse Jr.,Federal Government,Member
Alexander McDonald,Federal Government,Member
Josiah Meigs,Federal Government,Member
John M. Moore,Federal Government,Member
Aaron Benjamin,Federal Government,Member
Eugene A. Vail,Federal Government,Member
Robert King,Federal Government,Member
Sterling Gresham,Federal Government,Member
George Hill,Federal Government,Member
Joseph S. Collins,Federal Government,Member
Daniel Brown,Federal Government,Member
Frederick Keller,Federal Government,Member
Samuel D. King,Federal Government,Member
William Blanchard,Federal Government,Member
John McLaughlin,Federal Government,Member
John Goulding,Federal Government,Member
Alexander Estep,Federal Government,Member
Joseph Wheaton,Federal Government,Member
William Otis,Federal Government,Member
F. Cornelius Dekrafft,Federal Government,Member
David Shoemaker Jr.,Federal Government,Member
John B. Blake,Federal Government,Member
James R.M. Bryant,Federal Government,Member
George Wood,Federal Government,Member
Walter B. Beall,Federal Government,Member
Samuel Hanson,Federal Government,Member
Jospeh Wilson,Federal Government,Member
John Poor,Federal Government,Member
Joseph Wilson,Federal Government,Member
Peter Knight,Federal Government,Member
John C. Calhoun,Federal Government,Member
Christopher Van De Venter,Federal Government,Member
Lewis Edwards,Federal Government,Member
Nathaniel Cutting,Federal Government,Member
James L. Edwards,Federal Government,Member
Gideon Davis,Federal Government,Member
Samuel S. Hamilton,Federal Government,Member
John P. Fenner,Federal Government,Member
William M. Stewart,Federal Government,Member
William Gordon,Federal Government,Member
Edward Stevens,Federal Government,Member
William Hickey,Federal Government,Member
Hezekiah Miller,Federal Government,Member
Ebenezer Stout,Federal Government,Member
John H. Henshaw,Federal Government,Member
John Earle Frost,Federal Government,Member
Francis Wright,Federal Government,Member
Thomas B. Addison,Federal Government,Member
David Henley,Federal Government,Member
Benjamin L. Beall,Federal Government,Member
William Markward,Federal Government,Member
Brooke Williams,Federal Government,Member
John M. Hepburn,Federal Government,Member
G.T. Rhodes,Federal Government,Member
G.A. Bibby,Federal Government,Member
John Morton,Federal Government,Member
William Riddell,Federal Government,Member
Thomas G. Ringgold,Federal Government,Member
Charles G. Wilcox,Federal Government,Member
John Mitchell,Federal Government,Member
James Lovell,Federal Government,Member
Nathaniel Frye,Federal Government,Member
Andrew Ramsay,Federal Government,Member
T.P. Andrews,Federal Government,Member
Return J. Meigs Jr.,Federal Government,Member
Abraham Bradley Jr.,Federal Government,Member
Phineas Bradley,Federal Government,Member
Andrew Coyle,Federal Government,Member
Obadiah B. Brown,Federal Government,Member
Thomas B. Dyer,Federal Government,Member
Joseph W. hand,Federal Government,Member
T. Webster ,Federal Government,Member
J. M. Varnum,Federal Government,Member
W. H. Beard,Federal Government,Member
John McLeod,Federal Government,Member
David Shoemaker,Federal Government,Member
Andrew Tate,Federal Government,Member
Stephen W. Gray,Federal Government,Member
Bernard H. Tomlinson,Federal Government,Member
Chauncey Bestor,Federal Government,Member
William G. Elliott,Federal Government,Member
Thomas Arbuckle,Federal Government,Member
John R. Dyer,Federal Government,Member
Josiah F. Caldwell,Federal Government,Member
John Suter,Federal Government,Member
Thomas S. Bradley,Federal Government,Member
Alexander Dyer,Federal Government,Member
T. P. Gilpin,Federal Government,Member
Joseph Taylor,Federal Government,Member
Jos. Haskell,Federal Government,Member
Phineas J. Bradley,Federal Government,Member
Joseph Borrows,Federal Government,Member
"Nathaniel Herbert, ",Federal Government,Member
Samuel Harrison Smith,Columbian Institute for the Promotion of Arts and Sciences,Member
Andrew Hunter,Columbian Institute for the Promotion of Arts and Sciences,Member
John Law,Columbian Institute for the Promotion of Arts and Sciences,Member
Alexander McWilliams,Columbian Institute for the Promotion of Arts and Sciences,Member
Edward Cutbush,Columbian Institute for the Promotion of Arts and Sciences,Member
Thomas Law,Columbian Institute for the Promotion of Arts and Sciences,Member
John Quincy Adams,Columbian Institute for the Promotion of Arts and Sciences,Member
Andrew Jackson,Columbian Institute for the Promotion of Arts and Sciences,Member
John C. Calhoun,Columbian Institute for the Promotion of Arts and Sciences,Member
Henry Clay,Columbian Institute for the Promotion of Arts and Sciences,Member
William H. Crawford,Columbian Institute for the Promotion of Arts and Sciences,Member
Richard Rush,Columbian Institute for the Promotion of Arts and Sciences,Member
Samuel D. Ingham,Columbian Institute for the Promotion of Arts and Sciences,Member
James Barbour,Columbian Institute for the Promotion of Arts and Sciences,Member
Joel R. Poinsett,Columbian Institute for the Promotion of Arts and Sciences,Member
Samuel L. Southard,Columbian Institute for the Promotion of Arts and Sciences,Member
Mahlon Dickerson,Columbian Institute for the Promotion of Arts and Sciences,Member
John M. Berrien,Columbian Institute for the Promotion of Arts and Sciences,Member
William Wirt,Columbian Institute for the Promotion of Arts and Sciences,Member
John McLean,Columbian Institute for the Promotion of Arts and Sciences,Member
William T. Barry,Columbian Institute for the Promotion of Arts and Sciences,Member
Simon Bernard,Columbian Institute for the Promotion of Arts and Sciences,Member
George Gibson,Columbian Institute for the Promotion of Arts and Sciences,Member
Alexander Macomb,Columbian Institute for the Promotion of Arts and Sciences,Member
George Bomford,Columbian Institute for the Promotion of Arts and Sciences,Member
Nathan Towson,Columbian Institute for the Promotion of Arts and Sciences,Member
Joseph Lovell,Columbian Institute for the Promotion of Arts and Sciences,Member
J. A. Brereton,Columbian Institute for the Promotion of Arts and Sciences,Member
John Rodgers,Columbian Institute for the Promotion of Arts and Sciences,Member
Thomas Tingey,Columbian Institute for the Promotion of Arts and Sciences,Member
Charles Wilkes,Columbian Institute for the Promotion of Arts and Sciences,Member
Bailey Washington,Columbian Institute for the Promotion of Arts and Sciences,Member
William Cranch,Columbian Institute for the Promotion of Arts and Sciences,Member
Buckner Thruston,Columbian Institute for the Promotion of Arts and Sciences,Member
Richard Bland Lee,Columbian Institute for the Promotion of Arts and Sciences,Member
Nathaniel P. Causin,Columbian Institute for the Promotion of Arts and Sciences,Member
Elias B. Caldwell,Columbian Institute for the Promotion of Arts and Sciences,Member
William Brent,Columbian Institute for the Promotion of Arts and Sciences,Member
William Thornton,Columbian Institute for the Promotion of Arts and Sciences,Member
Josiah Meigs,Columbian Institute for the Promotion of Arts and Sciences,Member
George Watterston,Columbian Institute for the Promotion of Arts and Sciences,Member
Phineas Bradley,Columbian Institute for the Promotion of Arts and Sciences,Member
Samuel Lane,Columbian Institute for the Promotion of Arts and Sciences,Member
William Noland,Columbian Institute for the Promotion of Arts and Sciences,Member
Matthew St. Clair Clarke,Columbian Institute for the Promotion of Arts and Sciences,Member
Asbury Dickins,Columbian Institute for the Promotion of Arts and Sciences,Member
Thomas L. Thurston,Columbian Institute for the Promotion of Arts and Sciences,Member
Benjamin Homans,Columbian Institute for the Promotion of Arts and Sciences,Member
Walter Jones,Columbian Institute for the Promotion of Arts and Sciences,Member
William Lambert,Columbian Institute for the Promotion of Arts and Sciences,Member
William Elliot,Columbian Institute for the Promotion of Arts and Sciences,Member
Joseph Anderson,Columbian Institute for the Promotion of Arts and Sciences,Member
John Underwood,Columbian Institute for the Promotion of Arts and Sciences,Member
Nathaniel Cutting,Columbian Institute for the Promotion of Arts and Sciences,Member
Robert King,Columbian Institute for the Promotion of Arts and Sciences,Member
Isaac Roberdeau,Columbian Institute for the Promotion of Arts and Sciences,Member
"William Hewitt,",Columbian Institute for the Promotion of Arts and Sciences,Member
Thomas Munroe,Columbian Institute for the Promotion of Arts and Sciences,Member
William Prout,Columbian Institute for the Promotion of Arts and Sciences,Member
Robert Brent,Columbian Institute for the Promotion of Arts and Sciences,Member
Daniel Rapine,Columbian Institute for the Promotion of Arts and Sciences,Member
James H. Blake,Columbian Institute for the Promotion of Arts and Sciences,Member
Thomas Carbery,Columbian Institute for the Promotion of Arts and Sciences,Member
Roger C. Weightman,Columbian Institute for the Promotion of Arts and Sciences,Member
"Joseph Gales, jr",Columbian Institute for the Promotion of Arts and Sciences,Member
John P. VanNess,Columbian Institute for the Promotion of Arts and Sciences,Member
William A. Bradley,Columbian Institute for the Promotion of Arts and Sciences,Member
Peter Force,Columbian Institute for the Promotion of Arts and Sciences,Member
William W. Seaton,Columbian Institute for the Promotion of Arts and Sciences,Member
Richard Wallach,Columbian Institute for the Promotion of Arts and Sciences,Member
B. S. Bohrer,Columbian Institute for the Promotion of Arts and Sciences,Member
James S. Gunnell,Columbian Institute for the Promotion of Arts and Sciences,Member
Thomas Henderson,Columbian Institute for the Promotion of Arts and Sciences,Member
Henry Huntt,Columbian Institute for the Promotion of Arts and Sciences,Member
Alexander McWilliams,Columbian Institute for the Promotion of Arts and Sciences,Member
George May,Columbian Institute for the Promotion of Arts and Sciences,Member
Frederick May,Columbian Institute for the Promotion of Arts and Sciences,Member
Richard Randall,Columbian Institute for the Promotion of Arts and Sciences,Member
Thomas Sewall,Columbian Institute for the Promotion of Arts and Sciences,Member
John T. Shaaf,Columbian Institute for the Promotion of Arts and Sciences,Member
Thomas Sims,Columbian Institute for the Promotion of Arts and Sciences,Member
JohnM. Thomas,Columbian Institute for the Promotion of Arts and Sciences,Member
Tobias Watkins,Columbian Institute for the Promotion of Arts and Sciences,Member
Nicholas Worthington,Columbian Institute for the Promotion of Arts and Sciences,Member
Andrew Bigelow,Columbian Institute for the Promotion of Arts and Sciences,Member
Obadiah B. Brown,Columbian Institute for the Promotion of Arts and Sciences,Member
John N. Campbell,Columbian Institute for the Promotion of Arts and Sciences,Member
Ira Chase,Columbian Institute for the Promotion of Arts and Sciences,Member
R. R. Gurley,Columbian Institute for the Promotion of Arts and Sciences,Member
Andrew Hunter,Columbian Institute for the Promotion of Arts and Sciences,Member
James Laurie,Columbian Institute for the Promotion of Arts and Sciences,Member
Robert Little,Columbian Institute for the Promotion of Arts and Sciences,Member
William Matthews,Columbian Institute for the Promotion of Arts and Sciences,Member
Isaac Orr,Columbian Institute for the Promotion of Arts and Sciences,Member
William Staughton,Columbian Institute for the Promotion of Arts and Sciences,Member
Archibald Henderson,Columbian Institute for the Promotion of Arts and Sciences,Member
John McClelland,Columbian Institute for the Promotion of Arts and Sciences,Member
William Tatham,Columbian Institute for the Promotion of Arts and Sciences,Member
John Coyle jr,Columbian Institute for the Promotion of Arts and Sciences,Member
"Samuel Eliot, jr",Columbian Institute for the Promotion of Arts and Sciences,Member
Tobias Lear,Columbian Institute for the Promotion of Arts and Sciences,Member
John Stretch,Columbian Institute for the Promotion of Arts and Sciences,Member
Timothy Winn,Columbian Institute for the Promotion of Arts and Sciences,Member
Joseph Mechlin,Columbian Institute for the Promotion of Arts and Sciences,Member
Thomas P. Jones,Columbian Institute for the Promotion of Arts and Sciences,Member
Edmund Law,Columbian Institute for the Promotion of Arts and Sciences,Member
Benjamin L. Lear,Columbian Institute for the Promotion of Arts and Sciences,Member
Nathaniel Bowditch,Columbian Institute for the Promotion of Arts and Sciences,Member
William Darlington,Columbian Institute for the Promotion of Arts and Sciences,Member
Jared Sparks,Columbian Institute for the Promotion of Arts and Sciences,Member
John Trumbull,Columbian Institute for the Promotion of Arts and Sciences,Member
Parker Cleaveland,Columbian Institute for the Promotion of Arts and Sciences,Member
Ferdinand R. Hassler,Columbian Institute for the Promotion of Arts and Sciences,Member
Peter S. Du Ponceau,Columbian Institute for the Promotion of Arts and Sciences,Member
Benjamin Silliman,Columbian Institute for the Promotion of Arts and Sciences,Member
Noah Webster,Columbian Institute for the Promotion of Arts and Sciences,Member
John J. Abert,Columbian Institute for the Promotion of Arts and Sciences,Member
Jonathan Williams,United States Military Philosophical Society,Member
Charles Cotesworth Pinkney,United States Military Philosophical Society,Member
Francis D. Mason,United States Military Philosophical Society,Member
Joseph G. Swift,United States Military Philosophical Society,Member
William Popham,United States Military Philosophical Society,Member
George Bomford,United States Military Philosophical Society,Member
Walter K. Amistead,United States Military Philosophical Society,Member
John Armstrong,United States Military Philosophical Society,Member
John Allen,United States Military Philosophical Society,Member
John Q. Adams,United States Military Philosophical Society,Member
Hannibal M. Allen,United States Military Philosophical Society,Member
John Adams,United States Military Philosophical Society,Member
John J. Albert,United States Military Philosophical Society,Member
James A. Bayard,United States Military Philosophical Society,Member
Samuel Babcock,United States Military Philosophical Society,Member
Henry Burbeck,United States Military Philosophical Society,Member
Joel Barlow,United States Military Philosophical Society,Member
Joseph Bloomfield,United States Military Philosophical Society,Member
Clement Biddle,United States Military Philosophical Society,Member
William R. Bootes,United States Military Philosophical Society,Member
Charles Biddle,United States Military Philosophical Society,Member
Stephen R. Bradley,United States Military Philosophical Society,Member
Lloyd Beall,United States Military Philosophical Society,Member
Joseph Blyth,United States Military Philosophical Society,Member
John Bullus,United States Military Philosophical Society,Member
James M. Brown,United States Military Philosophical Society,Member
Daniel A.A. Buck,United States Military Philosophical Society,Member
William Bainbridge,United States Military Philosophical Society,Member
John Brooks,United States Military Philosophical Society,Member
M.V. Boisaubin,United States Military Philosophical Society,Member
Robert Bogardus,United States Military Philosophical Society,Member
William C.C. Claiborne,United States Military Philosophical Society,Member
George Clinton,United States Military Philosophical Society,Member
De Witt Clinton,United States Military Philosophical Society,Member
Thomas H. Cushing,United States Military Philosophical Society,Member
Daniel Clark,United States Military Philosophical Society,Member
William Crane,United States Military Philosophical Society,Member
Philip Van Cortland,United States Military Philosophical Society,Member
Joseph Cortland,United States Military Philosophical Society,Member
Joseph Clay,United States Military Philosophical Society,Member
Eli B. Clemson,United States Military Philosophical Society,Member
John Cassin,United States Military Philosophical Society,Member
David Cobb,United States Military Philosophical Society,Member
Isaac Chauncey,United States Military Philosophical Society,Member
Samuel Champlain,United States Military Philosophical Society,Member
Thomas Caldwallader,United States Military Philosophical Society,Member
Joseph Constant,United States Military Philosophical Society,Member
Charles Clinton,United States Military Philosophical Society,Member
William Cutting,United States Military Philosophical Society,Member
William Cutbush,United States Military Philosophical Society,Member
Henry Dearborne,United States Military Philosophical Society,Member
Stephen Decatur,United States Military Philosophical Society,Member
Benjamin Dearborn,United States Military Philosophical Society,Member
Jonathan Dayton,United States Military Philosophical Society,Member
John Davie,United States Military Philosophical Society,Member
William Dessaussure,United States Military Philosophical Society,Member
Samuel W. Dana,United States Military Philosophical Society,Member
Joseph Dunham,United States Military Philosophical Society,Member
John H. Dent,United States Military Philosophical Society,Member
William Eustis,United States Military Philosophical Society,Member
Samuel Evans,United States Military Philosophical Society,Member
William Eaton,United States Military Philosophical Society,Member
Thomas B. Earle,United States Military Philosophical Society,Member
John R. Fenwick,United States Military Philosophical Society,Member
Constant Freeman,United States Military Philosophical Society,Member
George Fleming,United States Military Philosophical Society,Member
Nehemiah Freeman,United States Military Philosophical Society,Member
Robert Fulton,United States Military Philosophical Society,Member
James Fairley,United States Military Philosophical Society,Member
Ioachim Ferrere,United States Military Philosophical Society,Member
Dr. Findlay,United States Military Philosophical Society,Member
Charles Gratiot,United States Military Philosophical Society,Member
John Garnet,United States Military Philosophical Society,Member
Peter Gansevoort,United States Military Philosophical Society,Member
Nicholas Gilman,United States Military Philosophical Society,Member
John F. Grimke,United States Military Philosophical Society,Member
George Gibbs,United States Military Philosophical Society,Member
Christopher Gadsden,United States Military Philosophical Society,Member
Charles Gordon,United States Military Philosophical Society,Member
Abijah Hammond,United States Military Philosophical Society,Member
David Humphreys,United States Military Philosophical Society,Member
William Hull,United States Military Philosophical Society,Member
William Henry Harrison,United States Military Philosophical Society,Member
John Hall,United States Military Philosophical Society,Member
John Hubbard,United States Military Philosophical Society,Member
Ferdinand Rudolph Hassler,United States Military Philosophical Society,Member
Paul Hamilton,United States Military Philosophical Society,Member
Capt. Howard,United States Military Philosophical Society,Member
Andrew Hazel,United States Military Philosophical Society,Member
Archibald Henderson,United States Military Philosophical Society,Member
Wade Hampton,United States Military Philosophical Society,Member
Robert Goodloe Harper,United States Military Philosophical Society,Member
Benjamin Huger,United States Military Philosophical Society,Member
Francis Huger,United States Military Philosophical Society,Member
Isaac Hull,United States Military Philosophical Society,Member
Theodore Hunt,United States Military Philosophical Society,Member
George Izard,United States Military Philosophical Society,Member
Ralph Izard,United States Military Philosophical Society,Member
Thomas Jefferson,United States Military Philosophical Society,Member
John Johnson,United States Military Philosophical Society,Member
Jacob Jones,United States Military Philosophical Society,Member
Jacob Kingsbury,United States Military Philosophical Society,Member
Francis Kinloch,United States Military Philosophical Society,Member
Benjamin Latrobe,United States Military Philosophical Society,Member
Benjamin Lincoln,United States Military Philosophical Society,Member
John Langdon,United States Military Philosophical Society,Member
Tobias Lear,United States Military Philosophical Society,Member
Robert R. Livingston,United States Military Philosophical Society,Member
David Lenox,United States Military Philosophical Society,Member
Lawrence Lewis,United States Military Philosophical Society,Member
Lebbeus Loomis,United States Military Philosophical Society,Member
Charles Ludlow,United States Military Philosophical Society,Member
James Lawrence,United States Military Philosophical Society,Member
Louis Le Cesne,United States Military Philosophical Society,Member
W.C. Leffingwell,United States Military Philosophical Society,Member
Jared Mansfield,United States Military Philosophical Society,Member
Alexander Macomb,United States Military Philosophical Society,Member
William McRee,United States Military Philosophical Society,Member
James Madison,United States Military Philosophical Society,Member
Jacob Morton,United States Military Philosophical Society,Member
Thomas McKean,United States Military Philosophical Society,Member
William McPherson,United States Military Philosophical Society,Member
John Marshall,United States Military Philosophical Society,Member
Samuel L. Mitchel,United States Military Philosophical Society,Member
James Munroe,United States Military Philosophical Society,Member
John Milledge,United States Military Philosophical Society,Member
William McCreery,United States Military Philosophical Society,Member
Jonathan Mason,United States Military Philosophical Society,Member
Alexander Murray,United States Military Philosophical Society,Member
Lt. Maclay,United States Military Philosophical Society,Member
Robert Macomb,United States Military Philosophical Society,Member
Clarence Mulford,United States Military Philosophical Society,Member
John W. Mulligan,United States Military Philosophical Society,Member
John R. Murray,United States Military Philosophical Society,Member
Julian U. Niemcewicz,United States Military Philosophical Society,Member
William North,United States Military Philosophical Society,Member
William Popham,United States Military Philosophical Society,Member
Ninian Pinkney,United States Military Philosophical Society,Member
Alden Partridge,United States Military Philosophical Society,Member
William Partridge,United States Military Philosophical Society,Member
Robert Patton,United States Military Philosophical Society,Member
Thomas Pinkney,United States Military Philosophical Society,Member
Moses Porter,United States Military Philosophical Society,Member
Zebulon Pike,United States Military Philosophical Society,Member
Justus Post,United States Military Philosophical Society,Member
David Porter,United States Military Philosophical Society,Member
Oliver. M. Perry,United States Military Philosophical Society,Member
William Pinkney,United States Military Philosophical Society,Member
Josiah Quincy,United States Military Philosophical Society,Member
John Rutledge,United States Military Philosophical Society,Member
Jacob Read,United States Military Philosophical Society,Member
Solomon Van Ransellaer,United States Military Philosophical Society,Member
Thomas M. Randolph,United States Military Philosophical Society,Member
David Ramsay,United States Military Philosophical Society,Member
James Ricketts,United States Military Philosophical Society,Member
Hezekiah Rogers,United States Military Philosophical Society,Member
K. Van Ranselaer,United States Military Philosophical Society,Member
Edward De Russy,United States Military Philosophical Society,Member
Jonathan Rogers,United States Military Philosophical Society,Member
Robert Rankin,United States Military Philosophical Society,Member
John H. Robinson,United States Military Philosophical Society,Member
Ebenezer Stevens,United States Military Philosophical Society,Member
Louis Simond,United States Military Philosophical Society,Member
Caleb Strong,United States Military Philosophical Society,Member
Samuel Smith,United States Military Philosophical Society,Member
Robert Smith,United States Military Philosophical Society,Member
Arthur St. Clair,United States Military Philosophical Society,Member
William Short,United States Military Philosophical Society,Member
Daniel Stevens,United States Military Philosophical Society,Member
John Saunders,United States Military Philosophical Society,Member
Thomas Sumter,United States Military Philosophical Society,Member
Forest Swift,United States Military Philosophical Society,Member
William L. Smith,United States Military Philosophical Society,Member
Benjamin Smith,United States Military Philosophical Society,Member
Amos Stoddard,United States Military Philosophical Society,Member
Nathaniel Smith,United States Military Philosophical Society,Member
James S. Swearengen,United States Military Philosophical Society,Member
James Simons,United States Military Philosophical Society,Member
John Smith,United States Military Philosophical Society,Member
Charles Steward,United States Military Philosophical Society,Member
Arthur Sinclair,United States Military Philosophical Society,Member
John Tayloe,United States Military Philosophical Society,Member
Thomas Tillotson,United States Military Philosophical Society,Member
John Trumbull,United States Military Philosophical Society,Member
Thomas Truxtun,United States Military Philosophical Society,Member
Thomas T. Tucker,United States Military Philosophical Society,Member
Thomas T. Tucker,United States Military Philosophical Society,Member
Thomas Tingey,United States Military Philosophical Society,Member
Joseph G. Totten,United States Military Philosophical Society,Member
Daniel D. Tompkins,United States Military Philosophical Society,Member
Sylvanus Thayer,United States Military Philosophical Society,Member
Louis de Tousard,United States Military Philosophical Society,Member
John Trippe,United States Military Philosophical Society,Member
John Vaughan,United States Military Philosophical Society,Member
Hyppolite Villard,United States Military Philosophical Society,Member
James Wilkinson,United States Military Philosophical Society,Member
John B. Walbach,United States Military Philosophical Society,Member
Bushrod Washington,United States Military Philosophical Society,Member
Richard Whiley,United States Military Philosophical Society,Member
Franklin Wharton,United States Military Philosophical Society,Member
Samuel Webber,United States Military Philosophical Society,Member
Prentice Willard,United States Military Philosophical Society,Member
William Washington,United States Military Philosophical Society,Member
Alexander J. Williams,United States Military Philosophical Society,Member
Marinus Willet,United States Military Philosophical Society,Member
Eli Whitney,United States Military Philosophical Society,Member
Charles Wilkes,United States Military Philosophical Society,Member
Peter W. Winthrop,United States Military Philosophical Society,Member
John Williams,United States Military Philosophical Society,Member
Philip Wederstrandt,United States Military Philosophical Society,Member
M.J. Woolsey,United States Military Philosophical Society,Member
Charles E. Zoeller,United States Military Philosophical Society,Member
